text,label,notes
"The Thunder's defensive strategy of having Chet guard Wemby 1-on-1 without double-teaming was bold but ultimately failed. Wemby shot 48% when guarded by Chet, which isn't great, but he generated 5.7 assists per game out of those matchups — mostly to cutters and corner shooters. The Spurs scored 1.12 PPP on possessions where Chet was the primary defender on Wemby. You can live with Wemby scoring efficiently if you take away everything else, but the Thunder couldn't take away everything else.",analysis,
"Comparing this series to last year's WCF (Mavs-Wolves): the Mavs won because Luka and Kyrie could both create advantages and the Wolves had only one elite rim protector (Gobert). The Spurs won because Wemby is a one-man defensive system AND a one-man offensive engine. There's no historical comparison for a player who can anchor a top-3 defense while also being the hub of a top-5 offense.",analysis,
"Popovich's adjustment in Game 5 was subtle but brilliant: he started having Wemby set ball screens at the 3-point line instead of at the nail. This forced Chet to defend in space 25 feet from the basket, which is not his strength. Wemby as a pop threat from 28 feet is unguardable — Chet had to respect the shot, which opened up the entire floor for Castle and Vassell drives.",analysis,
"The Spurs outscored the Thunder by 12.3 points per 100 possessions when Wemby was on the floor. When he sat, the Thunder outscored the Spurs by 4.1. That's a 16.4 point swing. For context, Jokic's on/off in last year's championship run was +11.2. Giannis in 2021 was +9.8. What Wemby is doing at age 22 is unprecedented.",analysis,
"Let me break down why the 'OKC choked' narrative is lazy: the Spurs were the #1 defense post-All-Star break (107.2 DRTG). They had the best player in the series. They had home court advantage after Game 4. And they won Game 7 by 9 points. That's not a choke — that's the better team winning a close series. The Thunder didn't blow a 3-1 lead. They lost a competitive series to a team that figured them out.",analysis,
"Wemby's three-point shooting is the real X-factor that nobody talks about enough. He shot 37% from three in the playoffs on 5.2 attempts per game. When your 7'5"" center can space the floor like that, it fundamentally breaks defensive schemes. You can't put your center on him because he'll drag them to the perimeter. You can't put a wing on him because he'll shoot over them. The only answer is to switch everything and hope he misses — and he didn't miss enough.",analysis,
"One tactical detail I haven't seen discussed: the Spurs ran a lot of inverted pick-and-roll with Castle as the screener for Wemby as the ballhandler. This forced OKC to switch a guard onto Wemby or give him a head of steam going downhill. Wemby scored 1.32 PPP as the ballhandler in pick-and-roll during the series — that's an elite number for ANY player, let alone a center.",analysis,
"The Spurs shot 39% from three as a team in this series. In the regular season they shot 35%. The difference? Wemby's gravity. When he rolled to the rim, OKC's help defenders had to collapse so hard that it left shooters wide open. The Spurs' role players got more 'clean' looks (defender 6+ feet away) in this series than they did all regular season.",analysis,
"SGA's free throw rate dropped from .452 in the regular season to .287 in the playoffs. Part of that is playoff officiating, but the bigger factor is that the Spurs defended him without reaching. Vassell and Castle stayed vertical, kept their hands back, and forced SGA to finish over length. SGA shot 51% at the rim in the regular season but just 41% at the rim in this series.",analysis,
"OKC's transition offense was actually elite in this series (1.21 PPP, would have led the league). The problem is they only got 12.3 transition possessions per game compared to 18.7 in the regular season. The Spurs' offensive rebounding and low turnover rate meant OKC couldn't get stops and run. You can't be a transition-reliant offense if the other team doesn't let you get stops.",analysis,
"Watching the tape, the single biggest difference between regular season OKC and playoff OKC was the disappearance of their drive-and-kick game. In the regular season, SGA and JDub drove and kicked for 22.3 three-point attempts per game (3rd in the NBA). Against the Spurs, that number dropped to 14.1. The Spurs' length at the point of attack (Vassell 6'5"" with 6'10"" wingspan, Castle 6'6"" with 6'9"" wingspan) meant OKC's drivers couldn't turn the corner and force help rotations.",analysis,
"Jeremy Sochan's offensive development is the most underrated storyline of this Spurs run. Two years ago he was a complete non-shooter (25% from three, teams didn't guard him). This year he shot 35% from the corner three and 72% from the line. He's not a sniper, but he's good enough that you can't just ignore him. That tiny improvement unlocked the Spurs' best lineups because they could play Sochan at the 4 next to Wemby without killing their spacing.",analysis,
"One thing about the Thunder that will get overlooked: they had the youngest rotation in the playoffs (average age 24.1). Every key player except Dort is 25 or under. This isn't a now-or-never situation — they have 7 first-round picks coming and all their core guys under contract. The window isn't closed. But they do need to figure out the half-court offense against elite defenses.",analysis,
"Watching OKC struggle against the Spurs' length reminded me of the 2019 Bucks losing to the Raptors. Giannis was the best player in the league but Toronto built a wall of long, athletic defenders (Kawhi, Siakam, Gasol, Green) and dared the supporting cast to beat them. OKC faces the same problem: SGA is incredible, but when a defense can throw 6'5""+ defenders at him AND protect the rim with a generational shot blocker, the math changes.",analysis,
"Let's talk about the Spurs' offensive rebounding because it was the hidden MVP of this series. They grabbed 34.1% of available offensive boards — that would have led the league by a wide margin. Wemby alone had 4.1 offensive rebounds per game, and about half of those turned into immediate putbacks or kick-out threes. The Thunder's smallball lineups with JDub at the 4 simply couldn't compete on the glass.",analysis,
"The Thunder's defensive rating in the regular season: 106.1 (1st). Against the Spurs: 118.7. That's a 12.6 point swing — the equivalent of going from the best defense in the league to the worst. Some of that is Wemby being unguardable, but a lot of it is the Spurs' role players hitting shots they missed all season. Regression to the mean works both ways.",analysis,
"Castle's defense on SGA doesn't get enough credit. In 47 possessions where Castle was the primary defender, SGA shot 5/16 (31%) with 4 turnovers. Castle is 6'6"" with a 6'9"" wingspan and he's strong enough to absorb SGA's shoulder bumps without giving ground. He's already one of the 5 best perimeter defenders in the league as a rookie.",analysis,
"The Spurs' half-court offense was generating 1.08 PPP in this series, which is elite. They did it by running everything through Wemby at the elbow — from there he could shoot over Chet, drive past him, or find cutters. It's the same setup the Nuggets use with Jokic, except Wemby is 5 inches taller and a better shooter. The elbow series with a 7'5"" hub who can shoot, pass, and drive is basketball's ultimate cheat code.",analysis,
"Looking ahead to the Finals: the Celtics have the personnel to guard Wemby better than anyone. Porzingis is 7'3"" and can contest shots without jumping. Horford is one of the smartest post defenders ever. Tatum and Brown are both strong enough to switch onto Wemby for short stretches. But nobody has ever seen a player like Wemby in the Finals. The Celtics' defensive scheme will be the most interesting tactical battle we've seen in years.",analysis,
"One stat that sums up the Thunder's offensive problems: they averaged 0.92 points per half-court possession in the half-court against the Spurs. That would have ranked 29th in the NBA during the regular season. Their transition offense was great, but you can't run if you can't get stops, and they couldn't get stops because Wemby was generating efficient offense every trip down.",analysis,
"The Thunder's pick-and-roll defense was excellent all season (0.88 PPP allowed, 2nd in NBA). Against the Spurs it ballooned to 1.05 PPP. The difference? Wemby as the roll man. When he rolls to the rim, he's 7'5"" with a 8'0"" wingspan catching lobs — you can't defend that with normal pick-and-roll coverage. OKC tried icing, hedging, switching, and dropping. Nothing worked consistently.",analysis,
"Can we talk about how the Spurs' rotation players all leveled up at the same time? Vassell went from 17 PPG on 55% TS to 21 PPG on 60% TS. Castle went from 12/4/4 to 16/5/6. Sochan went from a defensive specialist to a legitimate two-way player. This is what happens when you have a superstar who makes everyone better — the whole roster looks different.",analysis,
"The Thunder's clutch offense was a disaster in this series. In the last 5 minutes of games within 5 points, OKC scored at a rate of 88.3 points per 100 possessions. For reference, the worst clutch offense in the regular season was around 95. SGA shot 4/14 in clutch situations. The Spurs' length bothered him more when the game slowed down and the refs swallowed their whistles.",analysis,
"Here's what I think OKC needs to do this offseason: 1) Find a legitimate secondary creator who can run pick-and-roll when SGA sits or gets blitzed. 2) Add more shooting — they need at least 3 above-average shooters around SGA at all times. 3) Figure out the Chet-at-center question. He's a great defender but he gets bullied by bigger centers. Maybe they need a true 5 and move Chet to the 4.",analysis,
"The Spurs' defensive gameplan against SGA was a clinic in modern NBA defense: 1) Fight over every screen (no going under). 2) Stay vertical at the rim (no reaching). 3) Force him left (he shoots 42% going left vs. 51% going right). 4) Live with contested midrange shots (he shot 38% on contested midrange in the series vs. 47% in the regular season). 5) Don't help off corner shooters (make him beat you with difficult shots). This is the blueprint for defending SGA, and every team will copy it next season.",analysis,
"The Thunder's offense was 1st in the NBA in the regular season (122.1 ORtg). Against the Spurs it was 112.4. The 9.7 point drop is the 3rd largest drop from regular season to a playoff series by a top-3 offense in the last 20 years. The two larger drops: 2015 Hawks vs. Cavs (-12.1) and 2018 Raptors vs. Cavs (-14.3). Both of those teams fired their coach within 2 seasons.",analysis,
"One thing I think the Thunder did well that's getting lost in the negativity: their defense on non-Wemby Spurs was actually good. The Spurs' role players shot 41% from the field when Wemby was off the floor. The problem is Wemby played 39 minutes per game. You can't scheme around a player who never sits.",analysis,
"Julian Champagnie's story is genuinely incredible. Undrafted in 2022. Cut by the 76ers. Signed to a two-way by the Spurs. Played 15 games in the G League. Now he's starting in the Conference Finals and playing credible defense on all-NBA wings. He's the type of player who only exists because the Spurs' development program is the best in the league.",context,
"Important context for the 'OKC has 7 first-round picks' narrative: under the new CBA, you can't roster 7 first-round picks. The Thunder have 15 guaranteed contracts next season plus 3 draft picks. They literally don't have roster spots for all their picks. Expect them to consolidate picks into a star trade this summer.",context,
"Spurs' path to the Finals: beat the #8 Grizzlies in 5, beat the #4 Nuggets in 6, beat the #2 Thunder in 7. That's the 8 seed, the 4 seed with the 3-time MVP, and the 2 seed with 68 wins. No easy path. They earned this.",context,
"The Thunder are the 5th team in NBA history to win 65+ games and not make the Finals. The others: 2007 Mavs (67 wins, lost 1st round), 2016 Spurs (67 wins, lost 2nd round), 2018 Rockets (65 wins, lost WCF), 2006 Pistons (64 wins, lost ECF). Wait, that's only 4? Let me check... yes, the 2006 Pistons won 64, not 65. So OKC might be the 4th or 5th depending on whether you count the 2009 Cavs (66 wins, lost ECF).",context,
"For those wondering about the Spurs' cap situation: they have Wemby on a rookie deal for 2 more years, Vassell at $27M/year declining, and everyone else on reasonable contracts. They can add a max free agent in 2027 without shedding salary. The future is terrifyingly bright.",context,
"Quick correction to something I've seen repeated: the Thunder do NOT own 7 first-round picks. They own 7 first-round picks OVER THE NEXT 3 YEARS. They actually have 11 tradable first-round picks total when you include picks through 2031. The distinction matters because they can't use all of them — they'll need to consolidate.",context,
"Wemby's playoff stats by series: Round 1 vs. Grizzlies: 26/13/4 with 4.5 blocks. Round 2 vs. Nuggets: 31/15/5 with 3.8 blocks. WCF vs. Thunder: 28/14/5 with 4.3 blocks. The consistency is absurd. He never had a bad game.",context,
"Not sure if this has been mentioned but the Spurs are the 2nd youngest team to ever make the Finals. Average age of their playoff rotation: 24.3. The youngest was the 2012 Thunder at 23.9. The difference is the 2012 Thunder had 3 future MVPs (KD, Russ, Harden). The Spurs have Wemby and a bunch of guys who were in the G League 2 years ago.",context,
"The Thunder's point differential in the regular season was +11.4 — 4th best in NBA history. Their point differential in this series: -2.3. That's a 13.7 point swing, which is the largest drop from regular season to a playoff series by any team with a top-5 all-time point differential.",context,
"I've seen some people say the Thunder should trade Chet. That's an overreaction. He's 23, he's on a rookie deal, and he's a top-25 player. But the fit with him as the sole big man against elite centers is questionable. The Thunder need a physical 5 (like Hartenstein but better) who can bang with guys like Wemby, Jokic, and Embiid while Chet plays the roaming 4 on defense.",analysis,
"Let me push back on the 'OKC needs to fire Daigneault' takes. He just won Coach of the Year. He took a team that won 24 games two years ago to 68 wins and the WCF Game 7. The loss hurts but firing a COTY because he lost a close series to a team with the best player in the world is how you become the Kings.",hot_take,"Borderline hot_take/analysis. Has reasoning but is primarily a rebuttal to a strawman ('fire Daigneault' takes) with opinionated framing → hot_take."
"Wemby is the best player in the world and it's not a debate anymore. Jokic had his run. Giannis had his. This is Wemby's league now.",hot_take,
"The Thunder are fine. They're the youngest team in the playoffs and they took the eventual champions to 7 games. The overreactions are insane.",hot_take,
"I'm so tired of the 'SGA is a free throw merchant' discourse. He averaged 8.7 FTA in the regular season and 7.1 in the playoffs. That's a normal drop for any star in the playoffs. The real story is the Spurs' defense, not the officiating.",hot_take,"Borderline hot_take/analysis. Cites real stats but the framing is a rebuttal/rant rather than a structured argument. The stats are used rhetorically."
"everyone who picked OKC in 5 or 6 needs to delete their account",reaction,
"SPURS IN 7 I NEVER DOUBTED (I doubted heavily after Game 4)",reaction,
"This series aged me 10 years. I have gray hair now. Worth it.",reaction,
"Good morning to everyone except Thunder fans",reaction,
"Waking up today knowing OKC is eliminated feels better than coffee",reaction,
"Can we get a wellness check on r/thunder",reaction,
"Thunder fans talking all that shit after Game 1 just to get faded in 7",reaction,
"I was told Chet was better than Wemby. I was told SGA was the MVP. I was told OKC was a dynasty. Where y'all at now??",hot_take,
"Wemby finals MVP loading...",reaction,
"The Spurs are going to be a PROBLEM for the next decade. This is just the beginning.",hot_take,
"Everyone who said the Thunder were a superteam needs to apologize. A superteam doesn't lose in the conference finals.",hot_take,
"I remember when people said Wemby was too skinny for the NBA. Now he's bullying max contract players in the playoffs.",hot_take,
"OKC fans really spent the whole regular season talking about net rating just to get bounced before the Finals",reaction,
"WEMBY IS THE BEST PLAYER IN THE NBA AND HES 22",hot_take,
"Dort shot 2/11 from three in Game 7. You can't be a '3-and-D' player if you can't make threes when it matters.",hot_take,
"The Thunder's half-court offense was a ticking time bomb all season. They masked it with transition scoring and SGA isolations. Against a disciplined defense that doesn't turn the ball over, the cracks showed.",analysis,
"One thing I respect about the Thunder: they didn't make excuses after the loss. SGA gave the Spurs full credit in his press conference. That's leadership. They'll be back.",context,
"The Spurs are now 16-2 in playoff series under Popovich when they have home court advantage. The two losses: 2006 Mavs and 2013 Heat. Both went to 7 games.",context,
"Wemby joins Kareem, Walton, Duncan, and Magic as the only players to make the Finals in their first or second season while being the best player on their team. That's the list. That's the company.",context,
"Honestly the most impressive thing about the Spurs is that they did this without a traditional point guard. Castle is a rookie combo guard. Tre Jones is a backup. They ran their offense through Wemby at the elbow and it WORKED. That shouldn't be possible in the modern NBA.",analysis,
"Let's not forget the Spurs were 22-60 TWO YEARS AGO. This is the greatest single-season turnaround in NBA history by a non-free-agent team. They drafted Wemby, developed their guys, and 24 months later they're in the Finals. Unreal.",context,
"Great series. Both teams left it all on the floor. No shame in losing to a generational player playing at his peak. OKC will be back.",context,
"WEMBY IS INEVITABLE",reaction,
"The Spurs really went from tanking for Wemby to the Finals in 2 years. That's how you rebuild.",hot_take,
"OKC needs to fire Daigneault. 68 wins and can't even make the Finals? Unacceptable.",hot_take,
"Jalen Williams was EXPOSED this series. 14 PPG on 49% TS. Not a star. Not even close.",hot_take,
"Let's be real: the Thunder won 68 games because the West was weak this year. Put them in the East and they're a 50-win team.",hot_take,
"The Spurs are going to sweep the Celtics. Wemby is unstoppable and Boston has no answer.",hot_take,
"I'm so happy for Popovich. At his age, getting one more Finals run is special. Legend.",reaction,
"The Thunder will be back. They're too talented and too well-run not to be. But they need to add shooting and a secondary creator this summer.",analysis,
"Wemby's playoff run is already top-10 all time and he hasn't even played in the Finals yet. If he wins the title, it's arguably the greatest individual playoff run ever for a player not named LeBron, MJ, or Shaq.",hot_take,"Borderline hot_take/analysis. Makes a historical claim without specific evidence or comparison criteria."
